GeneID	length	eff_length	est_counts	tpm
cpalmiol.2466.1	907	711.736	5522	204.706
cpalmiol.2467.1	1687	1491.74	17655	312.269
cpalmiol.2468.1	15914	15718.7	41299	69.3227
cpalmiol.2469.1	6530	6334.74	4431	18.4555
cpalmiol.2470.1	5202	5006.74	642	3.38325
cpalmiol.2471.1	436	243.744	405.358	43.8792
cpalmiol.2471.2	436	243.744	405.358	43.8792
cpalmiol.2472.1	543	348.342	27460	2079.93
cpalmiol.2473.1	698	502.796	2242.89	117.698
cpalmiol.2473.2	702	506.796	2684.11	139.74
cpalmiol.2474.1	2767	2571.74	15618	160.233
cpalmiol.2475.1	5940	5744.74	4088	18.7756
cpalmiol.2476.1	2043	1847.74	2470	35.2704
cpalmiol.2477.1	14128	13932.7	10969	20.7723
cpalmiol.2478.1	1066	870.736	2701	81.8449
cpalmiol.2479.1	9157	8961.74	27893	82.1215
cpalmiol.2480.1	5361	5165.74	21827.1	111.485
cpalmiol.2480.2	5351	5155.74	276.872	1.41691
cpalmiol.2481.1	2994	2798.74	8023	75.636
cpalmiol.2482.1	869	673.736	98431	3854.75
cpalmiol.2483.1	351	163.901	44248	7123.05
cpalmiol.2484.1	3374	3178.74	7806.22	64.7948
cpalmiol.2485.1	1063	867.736	15542	472.577
cpalmiol.2486.1	2452	2256.74	1047	12.2411
cpalmiol.2487.1	7047	6851.74	33907	130.57
cpalmiol.2488.1	806	610.736	30276	1307.97
cpalmiol.2489.1	1557	1361.74	13650	264.48
cpalmiol.2490.1	551	356.289	1930	142.925
cpalmiol.2491.1	3211	3015.74	10190	89.1527
cpalmiol.2492.1	5056	4860.74	8106	44.0006
cpalmiol.2493.1	1266	1070.74	1144	28.1901
cpalmiol.2494.1	4746	4550.74	6537	37.901
cpalmiol.2495.1	2229	2033.74	8263	107.201
cpalmiol.2496.1	1546	1350.74	1503	29.3591
cpalmiol.2497.1	604	409.021	1215	78.3761
cpalmiol.2498.1	2103	1907.74	15932	220.346
cpalmiol.2499.1	1958	1762.74	12001	179.632
cpalmiol.2500.1	3810	3614.74	5621	41.029
cpalmiol.2501.1	7272	7076.74	2903	10.8235
cpalmiol.2502.1	4254	4058.74	3859	25.0864
cpalmiol.2503.1	4593	4397.74	1536	9.21543
cpalmiol.2504.1	640	444.916	302	17.9095
cpalmiol.2505.1	2125	1929.74	2578	35.2483
cpalmiol.2506.1	7476	7280.74	11939	43.266
cpalmiol.2507.1	1553	1357.74	2448	47.5718
cpalmiol.2508.1	2041	1845.74	4161	59.4815
cpalmiol.2509.1	1249	1053.74	12137	303.902
cpalmiol.2510.1	5654	5458.74	13570.7	65.5938
cpalmiol.2511.1	5633	5437.74	317.337	1.53977
cpalmiol.2512.1	4368	4172.74	1366	8.63741
cpalmiol.2513.1	2268	2072.74	2810	35.7698
cpalmiol.2514.1	2225	2029.74	8599	111.779
cpalmiol.2515.1	1254	1058.74	74	1.84416
cpalmiol.2371.1	2190	1994.74	177	2.34122
cpalmiol.2372.1	246	76.1224	42	14.5576
