# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-t" "transcript" "-g" "gene_id" "-a" "11.AssemblyRNA/cpalmiol.gtf" "-o" "counts.txt" "10.Mapping.RNA/cpalmiol_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	10.Mapping.RNA/cpalmiol_sorted.bam
cpalmiol.2227	tig00000001	2388888	2390336	.	1449	23055
cpalmiol.2228	tig00000001	2390681	2391132	.	452	10152
cpalmiol.2229	tig00000001	2392522	2396964	.	4443	37078
cpalmiol.2230	tig00000001	2397261	2399215	.	1955	1709
cpalmiol.2231	tig00000001	2400450	2401993	.	1544	2654
cpalmiol.2232	tig00000001	2402666	2403410	+	745	19395
cpalmiol.2233	tig00000001	2404065	2405241	.	1177	2793
cpalmiol.2234	tig00000001	2407450	2410492	.	3043	32822
cpalmiol.2235	tig00000001	2412243	2413463	.	1221	6644
cpalmiol.2236	tig00000001	2413681	2414587	.	907	4624
cpalmiol.2237	tig00000001	2417115	2419134	.	2020	13877
cpalmiol.2238	tig00000001	2419879	2421946	.	2068	142
cpalmiol.2239	tig00000001	2422845	2426354	.	3510	12001
cpalmiol.2240	tig00000001	2434925	2435773	.	849	31222
cpalmiol.2241	tig00000001	2438103	2440531	.	2429	23626
cpalmiol.2242	tig00000001	2441810	2447405	-	5596	11082
cpalmiol.2243	tig00000001	2455812	2456864	.	1053	4442
cpalmiol.2244	tig00000001	2457192	2457810	.	619	46159
cpalmiol.2245	tig00000001	2462380	2463956	.	1577	19515
cpalmiol.2246	tig00000001	2464203	2469042	.	4840	4763
cpalmiol.2247	tig00000001	2474665	2477631	.	2967	41817
cpalmiol.2248	tig00000001	2483075	2483456	.	382	12367
cpalmiol.2249	tig00000001	2484568	2486077	.	1510	13003
cpalmiol.2250	tig00000001	2486762	2492610	.	5849	18537
cpalmiol.2251	tig00000001	2493558	2494837	.	1280	8800
cpalmiol.2252	tig00000001	2495702	2497904	.	2203	10247
cpalmiol.2253	tig00000001	2498754	2499850	.	1097	1870
cpalmiol.2254	tig00000001	2500324	2501693	+	1370	6819
cpalmiol.2255	tig00000001;tig00000001;tig00000001;tig00000001	2507591;2507591;2507591;2507591	2509350;2509350;2509350;2509350	-;-;-;-	1760	82137
cpalmiol.2256	tig00000001	2511339	2514907	.	3569	12180
cpalmiol.2257	tig00000001	2526233	2527517	.	1285	110414
cpalmiol.2258	tig00000001	2527948	2533959	.	6012	33676
cpalmiol.2259	tig00000001	2534767	2536359	+	1593	2014
cpalmiol.2260	tig00000001	2536622	2540583	.	3962	15680
cpalmiol.2261	tig00000001	2542434	2543873	.	1440	13858
cpalmiol.2262	tig00000001	2548909	2554404	.	5496	17172
cpalmiol.2263	tig00000001	2556755	2563138	.	6384	31319
cpalmiol.2264	tig00000001	2564565	2566298	.	1734	36449
cpalmiol.2265	tig00000001	2566905	2569245	-	2341	6139
cpalmiol.2266	tig00000001	2570195	2572382	.	2188	4643
cpalmiol.2267	tig00000001	2573648	2574535	.	888	930
cpalmiol.2268	tig00000001	2583001	2587367	.	4367	14065
cpalmiol.2269	tig00000001	2588203	2589714	.	1512	11302
cpalmiol.2270	tig00000001	2592407	2598519	.	6113	30797
cpalmiol.2271	tig00000001	2599778	2603436	.	3659	42765
cpalmiol.2272	tig00000001	2604185	2615140	.	10956	19850
cpalmiol.2273	tig00000001	2617601	2618605	.	1005	15514
cpalmiol.2274	tig00000001	2619170	2621572	.	2403	18876
cpalmiol.2275	tig00000001	2621877	2623710	.	1834	18597
cpalmiol.2276	tig00000001	2624328	2633742	.	9415	17003
cpalmiol.2277	tig00000001	2641046	2642283	-	1238	249
cpalmiol.2278	tig00000001	2642695	2643564	.	870	31822
cpalmiol.2279	tig00000001	2649351	2650183	+	833	50207
cpalmiol.2280	tig00000001	2650611	2651961	.	1351	25229
cpalmiol.2281	tig00000001	2656504	2663895	.	7392	25027
cpalmiol.2282	tig00000001	2664130	2666446	+	2317	13468
cpalmiol.2283	tig00000001	2677820	2686820	.	9001	25275
cpalmiol.2284	tig00000001	2689008	2690400	.	1393	71143
cpalmiol.2285	tig00000001	2698068	2703205	.	5138	11289
cpalmiol.2286	tig00000001	2703429	2705969	.	2541	36343
cpalmiol.2287	tig00000001	2707208	2710043	+	2836	16227
cpalmiol.2288	tig00000001	2709525	2710043	.	519	11420
cpalmiol.2289	tig00000001	2714474	2721047	.	6574	500
cpalmiol.2290	tig00000001	2721519	2722292	-	774	49378
cpalmiol.2291	tig00000001	2722627	2723380	.	754	71240
cpalmiol.2292	tig00000001	2724657	2725137	.	481	14526
cpalmiol.2293	tig00000001	2726903	2728465	.	1563	2076
cpalmiol.2294	tig00000001	2728787	2730246	-	1460	1069
cpalmiol.2295	tig00000001	2731385	2733920	.	2536	4746
cpalmiol.2296	tig00000001	2734091	2743007	.	8917	14137
cpalmiol.2297	tig00000001	2744083	2744859	.	777	11531
cpalmiol.2298	tig00000001	2746683	2749411	.	2729	24026
cpalmiol.2299	tig00000001	2749718	2758900	.	9183	36282
cpalmiol.2300	tig00000001	2763200	2764903	-	1704	3832
cpalmiol.2301	tig00000001	2766342	2766680	.	339	289
cpalmiol.2302	tig00000001	2770633	2771246	.	614	6736
cpalmiol.2303	tig00000001	2771510	2772395	.	886	3805
cpalmiol.2304	tig00000001	2775305	2787040	.	11736	18882
cpalmiol.2305	tig00000001	2795467	2798719	.	3253	151792
cpalmiol.2306	tig00000001	2801107	2803911	.	2805	9471
cpalmiol.2307	tig00000001	2804158	2807181	.	3024	3336
cpalmiol.2308	tig00000001	2807579	2808401	.	823	4415
cpalmiol.2309	tig00000001	2808678	2809586	.	909	14285
cpalmiol.2310	tig00000001	2813179	2815578	.	2400	9995
cpalmiol.2311	tig00000001	2816314	2818078	.	1765	2345
cpalmiol.2312	tig00000001	2821552	2821895	.	344	421032
cpalmiol.2313	tig00000001	2826153	2829898	.	3746	4864
cpalmiol.2314	tig00000001	2830404	2843002	.	12599	31423
cpalmiol.2315	tig00000001	2843295	2846995	-	3701	22616
cpalmiol.2316	tig00000001	2847723	2851759	.	4037	2269
cpalmiol.2317	tig00000001	2851859	2853041	.	1183	9347
cpalmiol.2318	tig00000001	2853141	2857383	.	4243	7190
cpalmiol.2319	tig00000001	2859615	2870198	.	10584	17070
cpalmiol.2320	tig00000001	2870916	2871878	.	963	8434
cpalmiol.2321	tig00000001	2873727	2875516	.	1790	55953
cpalmiol.2322	tig00000001	2877211	2878577	.	1367	21150
cpalmiol.2323	tig00000001	2883012	2885485	.	2474	31042
cpalmiol.2324	tig00000001	2885839	2887004	.	1166	12651
cpalmiol.2325	tig00000001	2887972	2888501	.	530	12845
cpalmiol.2326	tig00000001	2888771	2890814	.	2044	3923
cpalmiol.2327	tig00000001	2899393	2904673	.	5281	13429
cpalmiol.2328	tig00000001	2905668	2907220	.	1553	3042
cpalmiol.2329	tig00000001	2907618	2911574	.	3957	11506
cpalmiol.2330	tig00000001	2913916	2918558	.	4643	9538
cpalmiol.2331	tig00000001	2925711	2926929	.	1219	3947
cpalmiol.2332	tig00000001	2931867	2932931	.	1065	6573
cpalmiol.2333	tig00000001	2933793	2937498	.	3706	7138
cpalmiol.2334	tig00000001	2938311	2939104	.	794	9530
cpalmiol.2335	tig00000001	2940039	2943194	.	3156	14686
cpalmiol.2336	tig00000001	2944267	2952917	.	8651	5940
cpalmiol.2337	tig00000001	2953177	2953761	.	585	20393
cpalmiol.2338	tig00000001	2956495	2957107	+	613	18973
cpalmiol.2339	tig00000001	2959915	2962828	.	2914	4729
cpalmiol.2340	tig00000001	2968480	2969918	+	1439	2761
cpalmiol.2341	tig00000001	2973358	2974212	.	855	7381
cpalmiol.2342	tig00000001	2974692	2978860	.	4169	16083
cpalmiol.2343	tig00000001	2979223	2981799	.	2577	4752
cpalmiol.2344	tig00000001	2982789	2986842	.	4054	441
cpalmiol.2345	tig00000001	2989843	2990938	.	1096	14804
cpalmiol.2346	tig00000001	3007662	3009754	.	2093	10454
cpalmiol.2347	tig00000001	3011376	3013111	.	1736	5545
cpalmiol.2348	tig00000001	3014204	3018665	.	4462	27992
cpalmiol.2349	tig00000001	3018886	3021631	.	2746	10755
cpalmiol.2350	tig00000001	3022330	3023766	.	1437	12801
cpalmiol.2351	tig00000001	3024183	3026118	.	1936	7072
cpalmiol.2352	tig00000001	3028347	3029504	.	1158	14837
cpalmiol.2353	tig00000001	3032320	3033139	.	820	9148
cpalmiol.2354	tig00000001	3034664	3035905	.	1242	2966
cpalmiol.2355	tig00000001	3039719	3043569	.	3851	12205
cpalmiol.2356	tig00000001	3052984	3054301	.	1318	972578
cpalmiol.2357	tig00000001	3062543	3063782	.	1240	29788
cpalmiol.2358	tig00000001;tig00000001	3064480;3064480	3065869;3070638	.;.	6159	61279
cpalmiol.2359	tig00000001	3070790	3075340	.	4551	4188
cpalmiol.2360	tig00000001	3078946	3079814	.	869	129502
cpalmiol.2361	tig00000001	3090029	3091774	.	1746	24505
cpalmiol.2362	tig00000001	3092061	3094902	.	2842	16056
cpalmiol.2363	tig00000001	3098132	3101923	.	3792	14113
cpalmiol.2364	tig00000001	3102301	3107744	.	5444	29048
cpalmiol.2365	tig00000001	3115483	3116376	.	894	25114
cpalmiol.2366	tig00000001	3116832	3117488	.	657	374
cpalmiol.2367	tig00000001	3118849	3119952	.	1104	362
cpalmiol.2368	tig00000001	3120413	3123287	.	2875	850
cpalmiol.2369	tig00000001	3124665	3126297	.	1633	417
cpalmiol.2370	tig00000001	3127124	3127368	.	245	16
cpalmiol.2371	tig00000113	699946	702135	.	2190	353
cpalmiol.2372	tig00000113	704474	704719	.	246	87
cpalmiol.2373	tig00000113	493	4275	.	3783	40264
cpalmiol.2374	tig00000113	7797	8485	.	689	64
cpalmiol.2375	tig00000113	14944	15913	.	970	16347
cpalmiol.2376	tig00000113	16320	16716	.	397	2598
cpalmiol.2377	tig00000113	16905	17265	.	361	21869
cpalmiol.2378	tig00000113;tig00000113	18973;18973	23031;30307	-;-	11335	12520
cpalmiol.2379	tig00000113	26823	30307	.	3485	9703
cpalmiol.2380	tig00000113	30456	31324	.	869	13129
cpalmiol.2381	tig00000113	32298	32817	.	520	15074
cpalmiol.2382	tig00000113	33327	34057	.	731	78599
cpalmiol.2383	tig00000113	34485	35119	.	635	14819
cpalmiol.2384	tig00000113	36637	43152	.	6516	2673
cpalmiol.2385	tig00000113	43498	44290	.	793	7689
cpalmiol.2386	tig00000113	44568	45538	.	971	1046
cpalmiol.2387	tig00000113	46193	47849	.	1657	1455
cpalmiol.2388	tig00000113	48063	48631	.	569	75130
cpalmiol.2389	tig00000113	67163	67571	.	409	64460
cpalmiol.2390	tig00000113	69274	70116	.	843	52112
cpalmiol.2391	tig00000113	70383	74554	.	4172	43528
cpalmiol.2392	tig00000113	78924	79594	.	671	6870
cpalmiol.2393	tig00000113	79725	80726	+	1002	483
cpalmiol.2394	tig00000113;tig00000113	81436;83115	90475;85103	.;.	9040	19615
cpalmiol.2395	tig00000113	85537	90475	-	4939	3042
cpalmiol.2396	tig00000113	91142	92777	.	1636	10383
cpalmiol.2397	tig00000113	93212	94554	.	1343	11040
cpalmiol.2398	tig00000113	95332	96311	.	980	9135
cpalmiol.2399	tig00000113	99515	102903	.	3389	1782
cpalmiol.2400	tig00000113	103205	107121	.	3917	13318
cpalmiol.2401	tig00000113	108117	110163	.	2047	2024
cpalmiol.2402	tig00000113	111273	114818	.	3546	9570
cpalmiol.2403	tig00000113	115449	120045	.	4597	4972
cpalmiol.2404	tig00000113	120483	127459	.	6977	7939
cpalmiol.2405	tig00000113	127915	131507	.	3593	6878
cpalmiol.2406	tig00000113	131949	132572	.	624	10113
cpalmiol.2407	tig00000113	133384	137582	.	4199	5542
cpalmiol.2408	tig00000113	137976	139738	.	1763	2873
cpalmiol.2409	tig00000113	140160	142442	.	2283	7374
cpalmiol.2410	tig00000113	143693	144655	.	963	25364
cpalmiol.2411	tig00000113	148023	150981	.	2959	30824
cpalmiol.2412	tig00000113	152288	154120	.	1833	25626
cpalmiol.2413	tig00000113	156397	158167	+	1771	34544
cpalmiol.2414	tig00000113	160315	161299	.	985	27399
cpalmiol.2415	tig00000113	165445	166570	.	1126	249
cpalmiol.2416	tig00000113	167121	171873	.	4753	7028
cpalmiol.2417	tig00000113	176990	177318	.	329	34554
cpalmiol.2418	tig00000113	182013	182663	-	651	27634
cpalmiol.2419	tig00000113	183183	188605	.	5423	8254
cpalmiol.2420	tig00000113	190826	194095	.	3270	13823
cpalmiol.2421	tig00000113	194526	195838	.	1313	14246
cpalmiol.2422	tig00000113	196155	196960	.	806	3019
cpalmiol.2423	tig00000113	197378	202237	-	4860	5451
cpalmiol.2424	tig00000113	204150	205486	.	1337	23255
cpalmiol.2425	tig00000113	206778	208277	.	1500	10332
cpalmiol.2426	tig00000113	209727	211662	.	1936	50370
cpalmiol.2427	tig00000113	213275	213813	.	539	7831
cpalmiol.2428	tig00000113	216233	218541	.	2309	8972
cpalmiol.2429	tig00000113	216233	218541	+	2309	8972
cpalmiol.2430	tig00000113	220238	221431	.	1194	126183
cpalmiol.2431	tig00000113	225118	236197	.	11080	10598
cpalmiol.2432	tig00000113	236570	236943	.	374	2580
cpalmiol.2433	tig00000113	238589	239678	.	1090	46059
cpalmiol.2434	tig00000113	244904	248458	.	3555	4631
cpalmiol.2435	tig00000113	248687	252053	.	3367	19843
cpalmiol.2436	tig00000113	252331	254849	.	2519	6732
cpalmiol.2437	tig00000113	256221	274305	.	18085	19246
cpalmiol.2438	tig00000113	274635	275008	.	374	514
cpalmiol.2439	tig00000113	275814	276432	+	619	1349
cpalmiol.2440	tig00000113	283484	283841	.	358	2272
cpalmiol.2441	tig00000113	285269	286567	.	1299	94627
cpalmiol.2442	tig00000113	286871	303564	.	16694	24114
cpalmiol.2443	tig00000113	303715	305759	.	2045	30368
cpalmiol.2444	tig00000113	306719	309804	+	3086	11515
cpalmiol.2445	tig00000113	307631	308863	.	1233	9709
cpalmiol.2446	tig00000113	310782	312569	.	1788	7013
cpalmiol.2447	tig00000113	313337	315413	.	2077	131
cpalmiol.2448	tig00000113	326735	329182	.	2448	172317
cpalmiol.2449	tig00000113	332507	334355	.	1849	7462
cpalmiol.2450	tig00000113	335042	339581	.	4540	65166
cpalmiol.2451	tig00000113;tig00000113;tig00000113	338403;338403;338403	339581;339581;339581	-;-;-	1179	54543
cpalmiol.2452	tig00000113	340114	342679	+	2566	12491
cpalmiol.2453	tig00000113	351665	352594	.	930	37860
cpalmiol.2454	tig00000113	368726	377421	-	8696	64603
cpalmiol.2455	tig00000113	370696	371741	.	1046	37805
cpalmiol.2456	tig00000113	374712	377421	.	2710	18723
cpalmiol.2457	tig00000113	377883	378368	.	486	2192
cpalmiol.2458	tig00000113	383777	384882	-	1106	7102
cpalmiol.2459	tig00000113	386790	394851	.	8062	1577
cpalmiol.2460	tig00000113	395041	396115	.	1075	78
cpalmiol.2461	tig00000113	396748	397697	+	950	1691
cpalmiol.2462	tig00000113	398895	400743	.	1849	13023
cpalmiol.2463	tig00000113	403265	405055	+	1791	55059
cpalmiol.2464	tig00000113	405800	407232	.	1433	35759
cpalmiol.2465	tig00000113	408773	410679	.	1907	7924
cpalmiol.2466	tig00000113	412767	413673	.	907	11405
cpalmiol.2467	tig00000113	414212	415898	.	1687	36423
cpalmiol.2468	tig00000113	416244	432157	.	15914	85269
cpalmiol.2469	tig00000113	432761	439290	.	6530	9106
cpalmiol.2470	tig00000113	440531	450686	-	10156	102
cpalmiol.2471	tig00000113;tig00000113	460294;460294	465872;465872	-;-	5579	28
cpalmiol.2472	tig00000113	469228	469770	.	543	56958
cpalmiol.2473	tig00000113;tig00000113	470741;470741	471489;471489	+;+	749	10102
cpalmiol.2474	tig00000113	471761	474527	.	2767	32246
cpalmiol.2475	tig00000113	487429	493368	.	5940	8400
cpalmiol.2476	tig00000113	494702	496744	.	2043	5081
cpalmiol.2477	tig00000113	497005	511132	.	14128	22690
cpalmiol.2478	tig00000113	511619	512684	.	1066	5564
cpalmiol.2479	tig00000113	518825	527981	.	9157	57687
cpalmiol.2480	tig00000113;tig00000113	528419;528419	544255;544255	-;-	15837	63029
cpalmiol.2481	tig00000113	537981	540974	.	2994	16622
cpalmiol.2482	tig00000113	544566	545434	.	869	203616
cpalmiol.2483	tig00000113	550382	550732	.	351	91118
cpalmiol.2484	tig00000113	558910	562283	.	3374	16070
cpalmiol.2485	tig00000113	562702	563764	.	1063	32158
cpalmiol.2486	tig00000113	567142	569593	.	2452	2141
cpalmiol.2487	tig00000113	577515	584561	.	7047	70153
cpalmiol.2488	tig00000113	585037	585842	.	806	62185
cpalmiol.2489	tig00000113	589817	591373	.	1557	28132
cpalmiol.2490	tig00000113	591640	592190	.	551	3939
cpalmiol.2491	tig00000113	592745	595955	.	3211	21148
cpalmiol.2492	tig00000113	601639	606694	.	5056	16723
cpalmiol.2493	tig00000113	607133	608398	.	1266	2354
cpalmiol.2494	tig00000113	609030	613775	.	4746	13558
cpalmiol.2495	tig00000113	614626	616854	.	2229	16954
cpalmiol.2496	tig00000113	618946	620491	.	1546	3128
cpalmiol.2497	tig00000113	621283	621886	.	604	2529
cpalmiol.2498	tig00000113	622651	624753	.	2103	32948
cpalmiol.2499	tig00000113	635951	637908	.	1958	24832
cpalmiol.2500	tig00000113	638251	642060	.	3810	11555
cpalmiol.2501	tig00000113	643070	650341	.	7272	5987
cpalmiol.2502	tig00000113	650978	655231	.	4254	7950
cpalmiol.2503	tig00000113	655517	660109	.	4593	3166
cpalmiol.2504	tig00000113	660364	661003	.	640	615
cpalmiol.2505	tig00000113	661225	663349	.	2125	5280
cpalmiol.2506	tig00000113	663584	671059	.	7476	24552
cpalmiol.2507	tig00000113	671318	672870	.	1553	5023
cpalmiol.2508	tig00000113	673156	675196	.	2041	8565
cpalmiol.2509	tig00000113	675557	676805	.	1249	24960
cpalmiol.2510	tig00000113	677553	683206	.	5654	27941
cpalmiol.2511	tig00000113	677553	683206	-	5654	27941
cpalmiol.2512	tig00000113	683440	687807	.	4368	2794
cpalmiol.2513	tig00000113	690274	692541	.	2268	5722
cpalmiol.2514	tig00000113	693193	695417	.	2225	17797
cpalmiol.2515	tig00000113	697209	698462	.	1254	152
